"","zip","objectid","shape_area","shape_len","Case.Rate...Cumulative","year","totPopE","whiteP","blackP","amIndP","asianP","pacIsP","otherP","hispP","noHSP","age0_4","age5_14","age15_19","age20_24","age15_44","age45_49","age50_54","age55_59","age60_64","ageOv65","ageOv18","age18_64","a15_24P","und45P","ovr65P","disbP"
"451","60632",56,211755252.573,63253.238669,5084.6,2018,91039,51.75,1.86,1.25,5.68,0.02,39.44,83.96,33.78,7048,15182,7386,6937,41731,5374,4899,4170,3933,8702,64158,55456,15.73,70.26,9.56,6.8
"452","60633",14,187526657.189,59703.2158155,2719.3,2018,12871,70.99,23.21,0.04,0.29,0,5.47,44.98,13,890,1425,1031,842,5176,790,1158,1015,741,1676,10044,8368,14.55,58.2,13.02,8
"453","60634",52,194062612.162,77647.3180069,3366,2018,75995,78.49,2.18,0.44,5.49,0.06,13.34,38.25,12.53,5026,8759,4828,3919,30283,5239,5340,5426,4505,11417,59414,47997,11.51,57.99,15.02,8.7
"454","60636",10,104114706.691,42448.2828439,3400.3,2018,32203,3.96,89.91,0.07,0.04,0,6.01,7.68,21.75,1964,4310,2106,2015,11834,1910,2201,2260,1530,6194,24761,18567,12.8,56.23,19.23,15.8
"455","60637",60,125424284.172,52377.8545408,1953.5,2018,47454,16.18,76.21,0.46,4.49,0,2.66,2.83,13.54,3182,6295,5444,4590,22273,2226,2616,2751,2648,5463,35902,30439,21.14,66.91,11.51,14.5
"456","60638",39,166166339.096,67710.6467392,3500.2,2018,58797,72.43,3.19,0.62,0.59,0,23.17,51.77,15.83,4023,8210,3453,2920,23149,3523,4251,3881,3521,8239,44497,36258,10.84,60.18,14.01,9.9
"457","60639",34,127476050.762,48103.7827213,5247.6,2018,90517,43.27,13.86,0.43,1.65,0.04,40.75,77.93,34.83,6633,14015,6589,7233,40647,6206,4866,5521,4492,8137,65944,57807,15.27,67.72,8.99,10.6
"458","60640",4,77305245.7089,48985.8713041,1843.2,2018,69715,64.27,16.96,0.5,11.03,0.03,7.21,14.26,10.31,3256,5183,1721,4535,35010,4966,4821,4142,3350,8987,60170,51183,8.97,62.32,12.89,11.7
"459","60641",6,113903341.112,42682.9829469,3518.6,2018,71023,68.23,2.41,0.35,4.64,0.06,24.32,54,20.13,4627,8595,4194,4336,31317,5112,4319,4742,4406,7905,55174,47269,12.01,62.71,11.13,9.4
"460","60642",46,47961494.4,31296.2271441,1935.5,2018,20201,72,10.34,0.1,7.18,0,10.39,20.17,7.05,999,1119,392,1344,13557,1144,655,761,644,1322,17870,16548,8.59,77.6,6.54,4.5
"461","60643",13,183013076.262,59337.8074397,2422.3,2018,49870,22.24,73.53,0.14,0.36,0.02,3.7,3.31,8.48,3134,5603,3385,3277,17324,3225,4061,4044,3326,9153,38788,29635,13.36,52.26,18.35,13.8
"462","60643",15,3136688.22496,7175.09216765,2422.3,2018,49870,22.24,73.53,0.14,0.36,0.02,3.7,3.31,8.48,3134,5603,3385,3277,17324,3225,4061,4044,3326,9153,38788,29635,13.36,52.26,18.35,13.8
"463","60644",18,99092221.5388,40030.8385293,3439.4,2018,47712,4.77,89.95,0.07,0.24,0.13,4.84,6.43,21.48,3623,6959,3070,4065,19426,2840,2899,3149,2615,6201,35376,29175,14.95,62.89,13,18.1
"464","60645",2,62181473.5197,32075.5994211,3029.4,2018,47732,56.9,17.11,0.5,16.35,0,9.14,17.03,16.94,4329,6429,3117,2315,19281,2734,3262,2206,2927,6564,34826,28262,11.38,62.93,13.75,10.7
"465","60646",42,117890054.124,62633.1398208,2111.7,2018,27987,83.26,1.09,0.03,10.35,0,5.27,14.19,6.86,1802,3326,1359,1123,9450,2044,2452,1634,1547,5732,21987,16255,8.87,52.09,20.48,10.5
"466","60647",33,106052287.488,42720.0444058,2610,2018,87509,76.74,6.55,0.35,3.18,0.04,13.16,44.83,12.02,5924,7914,3916,6794,51439,5425,3927,3773,2883,6224,71211,64987,12.24,74.59,7.11,5.9
"467","60649",11,80526076.0889,55092.8632931,2509.6,2018,46024,4.05,92.9,0.23,0.42,0,2.4,2.57,10.47,3215,5580,2551,3273,18519,3051,2775,2931,3383,6570,35531,28961,12.65,59.35,14.28,14.3
"468","60651",37,99039621.2518,47970.1401531,4027.3,2018,63218,16.69,52.06,0.27,0.48,0,30.49,42.49,24.52,4780,9228,4815,5255,27618,3719,3906,3485,3262,7220,45889,38669,15.93,65.85,11.42,14.7
"469","60652",40,128309832.185,48187.9498796,3787.6,2018,43907,27.21,47.14,0.2,0.9,0.03,24.52,39.81,15.22,2769,7135,3066,3463,17610,3219,2960,3105,2369,4740,32228,27488,14.87,62.66,10.8,8.4
"470","60653",21,67759827.8103,34316.3615428,2430.3,2018,31972,5.22,91,0.29,1.34,0,2.15,2.16,14.92,2632,4990,1975,1811,12889,2200,1486,1883,1770,4122,23060,18938,11.84,64.15,12.89,17.8
"471","60654",55,15869961.3469,17119.6988775,1876.1,2018,19135,77.7,5.44,0.28,12.58,0,4.01,5.21,1.18,1164,423,81,1163,12429,1021,1352,865,754,1127,17524,16397,6.5,73.25,5.89,4.4
"472","60655",49,115380139.149,77392.3226132,2322.6,2018,28804,89.48,6.86,0,1.46,0,2.2,8.3,3.93,2026,3838,2010,1520,11101,1687,2144,2222,2055,3731,21789,18058,12.26,58.9,12.95,8.7
"473","60656",47,89515884.463,84430.9732159,2240.8,2018,27579,84.04,1.24,0.05,7.4,0.04,7.22,12.26,9.17,1697,2576,946,1207,11114,1807,1795,2010,1943,4637,22632,17995,7.81,55.79,16.81,10.9
"474","60657",7,63547755.9216,45646.4880277,1401.8,2018,70052,86.18,2.61,0.12,6.98,0.05,4.06,7,1.61,3808,4018,907,8056,45015,3581,3091,2555,2366,5618,61614,55996,12.79,75.43,8.02,5.2
"475","60659",50,69698411.4356,38931.5266612,2724.7,2018,41068,53.73,10.11,0.78,26.6,0.04,8.73,19.19,18.02,2847,5859,2327,3066,17701,2559,2333,3039,2127,4603,30914,26311,13.13,64.3,11.21,10.7
"476","60660",3,37984388.8422,27307.8138361,1778.4,2018,43242,65.53,14.35,0.29,13.03,0.02,6.77,17.87,10.54,1891,2448,2469,3289,22266,2821,2962,2513,2600,5741,38197,32456,13.32,61.53,13.28,12.3
"477","60661",30,9357755.68017,13132.5654896,1531.3,2018,9926,57.29,3.6,0,35.79,0,3.31,6.45,0.58,447,150,160,1032,7897,417,322,301,175,217,9243,9026,12.01,85.57,2.19,2.3
"478","60707",35,45069038.4783,27288.6096123,1355.2,2018,43019,72.58,8.04,0.49,3.91,0,14.98,38.37,15.53,2292,5338,2586,2922,17045,2932,3027,2979,2661,6745,33734,26989,12.8,57.36,15.68,11.3
"479","60707",51,3450671.14336,7909.89040711,1355.2,2018,43019,72.58,8.04,0.49,3.91,0,14.98,38.37,15.53,2292,5338,2586,2922,17045,2932,3027,2979,2661,6745,33734,26989,12.8,57.36,15.68,11.3
"480","60827",44,48551330.3923,28833.9637574,384.9,2018,28577,5.06,91.83,0.09,0.16,0,2.86,4.28,13.52,2591,4411,2039,2093,11727,1810,1697,1872,1706,2763,20232,17469,14.46,65.54,9.67,11.4
"481","60601",27,9166245.79985,19804.5821088,1451.4,2018,14675,74.17,5.57,0.45,18,0,1.81,8.68,0,550,156,907,909,8726,976,1009,324,859,2075,13855,11780,12.37,64.27,14.14,6.4
"482","60602",26,4847124.8171,14448.1749926,1688.1,2018,1244,68.17,3.78,5.31,19.45,0,3.3,6.51,0,61,87,18,91,987,46,53,0,5,5,1095,1090,8.76,91.24,0.4,0.2
"483","60603",19,4560228.98203,13672.6822885,1107.3,2018,1174,63.46,3.24,0,27.6,0,5.71,9.8,0,13,43,179,172,684,75,47,150,50,112,1118,1006,29.9,63.03,9.54,7.3
"484","60604",48,4294901.99439,12245.8084015,3964.2,2018,782,63.43,5.63,0,29.67,0,1.28,4.35,0,12,7,52,168,450,27,47,54,92,93,744,651,28.13,59.97,11.89,4.1
"485","60605",20,36301276.3485,37973.3461051,1420.8,2018,27519,61.2,17.18,0.18,16.1,0.03,5.31,5.84,2.39,837,1279,2172,2282,16364,1766,1520,1824,1360,2569,25259,22690,16.19,67.15,9.34,5.3
"486","60606",31,6766410.89809,12040.4402354,2289.6,2018,3101,72.75,2.35,0,18.09,0,6.8,6.29,0.73,57,44,0,139,1863,213,153,168,172,431,3000,2569,4.48,63.33,13.9,1.9
"487","60607",29,64664293.9426,39143.6395171,2504.1,2018,29591,58.17,14.51,0.13,22.58,0.1,4.51,8.3,3.94,1660,1392,2351,4588,20860,1392,859,1122,702,1604,26241,24637,23.45,80.81,5.42,6.1
"488","60608",28,176505462.522,53169.2177202,3406.4,2018,79205,44.61,17.65,0.47,12.09,0,25.18,50.69,29.85,4186,8507,4160,8583,41977,4890,4190,4044,3559,7852,64295,56443,16.09,69.02,9.91,10.3
"489","60609",22,213490325.264,58540.9204127,4190.6,2018,61495,44.72,24.71,0.85,6.3,0,23.43,53.44,25.76,4820,9276,4271,5123,27256,3473,4063,2998,2632,6977,44895,37918,15.28,67.24,11.35,9.9
"490","60610",54,31598157.0867,24208.6988788,1706.9,2018,39019,73.82,14.96,0.28,8.17,0,2.77,6.67,3.84,1845,1279,1261,2997,22220,2072,1635,1734,2205,6029,35454,29425,10.91,64.95,15.45,7.7
"491","60611",38,23506055.7304,34689.3506306,1412.4,2018,32426,74.9,2.75,0.17,17.91,0,4.26,5.25,0.65,892,633,465,2441,16140,1210,1496,2441,2535,7079,30788,23709,8.96,54.48,21.83,7.1
"492","60612",16,106718949.386,42663.1966757,2885.4,2018,34311,27.72,60.48,0.19,4.65,0.16,6.81,12.26,15.57,2385,4253,2569,3295,17535,1682,2028,1861,1431,3136,26151,23015,17.09,70.45,9.14,13.6
"493","60613",53,53990894.8848,31196.3206564,1572.4,2018,50113,81.9,5.79,0.41,6.6,0.02,5.27,11.3,3.42,2555,2633,777,5875,30790,2880,2546,2412,1868,4429,44320,39891,13.27,71.79,8.84,7.2
"494","60614",32,94460631.8068,50587.3473804,1604.3,2018,71308,84.61,4.01,0.03,7.45,0.03,3.87,6.05,2,3908,5030,3288,8317,44016,3816,2769,3001,2589,6179,61384,55205,16.27,74.26,8.67,4.5
"495","60615",8,66565454.8469,38321.3137692,1549.5,2018,41563,30.1,55.22,0.35,8.09,0,6.23,6.19,6.05,2006,3512,2088,5317,21182,2293,2193,2095,2260,6022,34890,28868,17.82,64.24,14.49,12
"496","60616",25,109667069.368,45823.5398375,1544.1,2018,54464,28.77,25.02,0.36,40.5,0,5.36,8.45,17.84,2457,4440,2704,3978,25982,3269,3507,3113,3013,8683,46249,37566,12.27,60.37,15.94,9.5
"497","60617",12,452837422.002,102528.036078,2665.6,2018,82534,38.04,55.8,0.13,0.2,0.02,5.8,37.66,20.75,5105,11917,6704,6207,32533,5409,5468,5157,4154,12791,61197,48406,15.64,60.04,15.5,14.5
"498","60618",24,141235867.545,47847.080382,2381.5,2018,94395,78.77,2.4,0.15,6.17,0.14,12.38,40.42,14.95,6916,11474,3671,5396,46480,6890,5645,4516,3948,8526,73917,65391,9.61,68.72,9.03,6.8
"499","60619",61,167872012.644,53040.9070778,2303.4,2018,61258,1.63,96.08,0.04,0.32,0.03,1.92,1.42,11.64,3911,6949,3278,3930,22295,3406,4167,5148,4972,10410,48254,37844,11.77,54.12,16.99,17.8
"500","60620",59,211696050.967,58466.1602979,2506.8,2018,68096,1.66,96.41,0.08,0.4,0.04,1.42,1.34,14.15,3563,8395,4552,4558,25757,4068,4780,5356,4335,11842,53412,41570,13.38,55.39,17.39,16.3
"501","60621",9,104746821.074,42299.9203908,2647.9,2018,29042,2.58,94.77,0.28,0.26,0,2.12,3.65,22.16,2504,4102,1893,2260,11246,1317,2146,1927,1872,3928,21232,17304,14.3,61.47,13.53,20.1
"502","60622",36,70853834.3797,42527.9896789,2237,2018,52793,78.45,6.73,0.08,4.56,0,10.19,21.93,6.99,3540,3505,1603,3320,34924,2467,2074,1709,1455,3119,44738,41619,9.33,79.5,5.91,5
"503","60623",57,155285532.005,53406.9156168,5210.6,2018,85979,38.38,31.23,0.42,0.09,0.02,29.86,66.14,40.92,6801,15040,7273,6636,38409,5050,4588,4420,3866,7805,59592,51787,16.18,70.08,9.08,10.5
"504","60624",17,99418122.471,40394.4100077,3434.9,2018,36158,3.69,90.85,0.04,0.31,0.08,5.03,5.3,26.14,3276,6034,2693,2935,15257,1913,2200,2032,1524,3922,25134,21212,15.57,67.94,10.85,18.6
"505","60625",5,105830918.023,42524.1104776,2783.8,2018,79243,64.67,4.98,0.13,13.26,0,16.95,32.78,14.91,5981,7852,3952,5325,40692,4847,4392,4116,3788,7575,63423,55848,11.71,68.81,9.56,8.1
"506","60626",1,49170578.9623,33983.9133065,2911.7,2018,49730,59.2,25.27,0.1,5.89,0.01,9.53,20.62,11.82,2553,4765,2937,5056,25875,3295,3051,2713,2447,5031,41428,36397,16.07,66.75,10.12,10.8
"507","60628",43,345241692.171,83748.9919899,2562.8,2018,66724,4.4,93.75,0.07,0.18,0.02,1.58,3.44,14.84,4153,8578,4461,5226,25566,4574,4189,4764,3628,11272,51211,39939,14.52,57.4,16.89,15.9
"508","60629",58,211114779.439,58701.3253749,4852,2018,111850,42.05,19.74,0.28,0.44,0.01,37.49,71.02,28.49,8884,17630,9440,8553,51367,6801,5654,5530,4857,11127,79470,68343,16.09,69.63,9.95,8.2
"509","60630",45,131073763.12,49198.9402832,2303.6,2018,57344,71.48,1.62,0.31,11.43,0,15.16,27.91,11.33,3527,6828,2575,2850,21744,3815,4229,4749,3714,8738,45431,36693,9.46,55.98,15.24,10
"510","60631",41,107117591.88,68289.7515766,2228.3,2018,29529,90.48,1.51,0.1,2.93,0,4.98,10.67,5.84,1875,3430,1049,1073,10388,2208,1994,2133,2032,5469,23544,18075,7.19,53.14,18.52,9.4
"511","60632",56,211755252.573,63253.238669,5084.6,2018,91039,51.75,1.86,1.25,5.68,0.02,39.44,83.96,33.78,7048,15182,7386,6937,41731,5374,4899,4170,3933,8702,64158,55456,15.73,70.26,9.56,6.8
"512","60633",14,187526657.189,59703.2158155,2719.3,2018,12871,70.99,23.21,0.04,0.29,0,5.47,44.98,13,890,1425,1031,842,5176,790,1158,1015,741,1676,10044,8368,14.55,58.2,13.02,8
"513","60634",52,194062612.162,77647.3180069,3366,2018,75995,78.49,2.18,0.44,5.49,0.06,13.34,38.25,12.53,5026,8759,4828,3919,30283,5239,5340,5426,4505,11417,59414,47997,11.51,57.99,15.02,8.7
"514","60636",10,104114706.691,42448.2828439,3400.3,2018,32203,3.96,89.91,0.07,0.04,0,6.01,7.68,21.75,1964,4310,2106,2015,11834,1910,2201,2260,1530,6194,24761,18567,12.8,56.23,19.23,15.8
"515","60637",60,125424284.172,52377.8545408,1953.5,2018,47454,16.18,76.21,0.46,4.49,0,2.66,2.83,13.54,3182,6295,5444,4590,22273,2226,2616,2751,2648,5463,35902,30439,21.14,66.91,11.51,14.5
"516","60638",39,166166339.096,67710.6467392,3500.2,2018,58797,72.43,3.19,0.62,0.59,0,23.17,51.77,15.83,4023,8210,3453,2920,23149,3523,4251,3881,3521,8239,44497,36258,10.84,60.18,14.01,9.9
"517","60639",34,127476050.762,48103.7827213,5247.6,2018,90517,43.27,13.86,0.43,1.65,0.04,40.75,77.93,34.83,6633,14015,6589,7233,40647,6206,4866,5521,4492,8137,65944,57807,15.27,67.72,8.99,10.6
"518","60640",4,77305245.7089,48985.8713041,1843.2,2018,69715,64.27,16.96,0.5,11.03,0.03,7.21,14.26,10.31,3256,5183,1721,4535,35010,4966,4821,4142,3350,8987,60170,51183,8.97,62.32,12.89,11.7
"519","60641",6,113903341.112,42682.9829469,3518.6,2018,71023,68.23,2.41,0.35,4.64,0.06,24.32,54,20.13,4627,8595,4194,4336,31317,5112,4319,4742,4406,7905,55174,47269,12.01,62.71,11.13,9.4
"520","60642",46,47961494.4,31296.2271441,1935.5,2018,20201,72,10.34,0.1,7.18,0,10.39,20.17,7.05,999,1119,392,1344,13557,1144,655,761,644,1322,17870,16548,8.59,77.6,6.54,4.5
"521","60643",13,183013076.262,59337.8074397,2422.3,2018,49870,22.24,73.53,0.14,0.36,0.02,3.7,3.31,8.48,3134,5603,3385,3277,17324,3225,4061,4044,3326,9153,38788,29635,13.36,52.26,18.35,13.8
"522","60643",15,3136688.22496,7175.09216765,2422.3,2018,49870,22.24,73.53,0.14,0.36,0.02,3.7,3.31,8.48,3134,5603,3385,3277,17324,3225,4061,4044,3326,9153,38788,29635,13.36,52.26,18.35,13.8
"523","60644",18,99092221.5388,40030.8385293,3439.4,2018,47712,4.77,89.95,0.07,0.24,0.13,4.84,6.43,21.48,3623,6959,3070,4065,19426,2840,2899,3149,2615,6201,35376,29175,14.95,62.89,13,18.1
"524","60645",2,62181473.5197,32075.5994211,3029.4,2018,47732,56.9,17.11,0.5,16.35,0,9.14,17.03,16.94,4329,6429,3117,2315,19281,2734,3262,2206,2927,6564,34826,28262,11.38,62.93,13.75,10.7
"525","60646",42,117890054.124,62633.1398208,2111.7,2018,27987,83.26,1.09,0.03,10.35,0,5.27,14.19,6.86,1802,3326,1359,1123,9450,2044,2452,1634,1547,5732,21987,16255,8.87,52.09,20.48,10.5
"526","60647",33,106052287.488,42720.0444058,2610,2018,87509,76.74,6.55,0.35,3.18,0.04,13.16,44.83,12.02,5924,7914,3916,6794,51439,5425,3927,3773,2883,6224,71211,64987,12.24,74.59,7.11,5.9
"527","60649",11,80526076.0889,55092.8632931,2509.6,2018,46024,4.05,92.9,0.23,0.42,0,2.4,2.57,10.47,3215,5580,2551,3273,18519,3051,2775,2931,3383,6570,35531,28961,12.65,59.35,14.28,14.3
"528","60651",37,99039621.2518,47970.1401531,4027.3,2018,63218,16.69,52.06,0.27,0.48,0,30.49,42.49,24.52,4780,9228,4815,5255,27618,3719,3906,3485,3262,7220,45889,38669,15.93,65.85,11.42,14.7
"529","60652",40,128309832.185,48187.9498796,3787.6,2018,43907,27.21,47.14,0.2,0.9,0.03,24.52,39.81,15.22,2769,7135,3066,3463,17610,3219,2960,3105,2369,4740,32228,27488,14.87,62.66,10.8,8.4
"530","60653",21,67759827.8103,34316.3615428,2430.3,2018,31972,5.22,91,0.29,1.34,0,2.15,2.16,14.92,2632,4990,1975,1811,12889,2200,1486,1883,1770,4122,23060,18938,11.84,64.15,12.89,17.8
"531","60654",55,15869961.3469,17119.6988775,1876.1,2018,19135,77.7,5.44,0.28,12.58,0,4.01,5.21,1.18,1164,423,81,1163,12429,1021,1352,865,754,1127,17524,16397,6.5,73.25,5.89,4.4
"532","60655",49,115380139.149,77392.3226132,2322.6,2018,28804,89.48,6.86,0,1.46,0,2.2,8.3,3.93,2026,3838,2010,1520,11101,1687,2144,2222,2055,3731,21789,18058,12.26,58.9,12.95,8.7
"533","60656",47,89515884.463,84430.9732159,2240.8,2018,27579,84.04,1.24,0.05,7.4,0.04,7.22,12.26,9.17,1697,2576,946,1207,11114,1807,1795,2010,1943,4637,22632,17995,7.81,55.79,16.81,10.9
"534","60657",7,63547755.9216,45646.4880277,1401.8,2018,70052,86.18,2.61,0.12,6.98,0.05,4.06,7,1.61,3808,4018,907,8056,45015,3581,3091,2555,2366,5618,61614,55996,12.79,75.43,8.02,5.2
"535","60659",50,69698411.4356,38931.5266612,2724.7,2018,41068,53.73,10.11,0.78,26.6,0.04,8.73,19.19,18.02,2847,5859,2327,3066,17701,2559,2333,3039,2127,4603,30914,26311,13.13,64.3,11.21,10.7
"536","60660",3,37984388.8422,27307.8138361,1778.4,2018,43242,65.53,14.35,0.29,13.03,0.02,6.77,17.87,10.54,1891,2448,2469,3289,22266,2821,2962,2513,2600,5741,38197,32456,13.32,61.53,13.28,12.3
"537","60661",30,9357755.68017,13132.5654896,1531.3,2018,9926,57.29,3.6,0,35.79,0,3.31,6.45,0.58,447,150,160,1032,7897,417,322,301,175,217,9243,9026,12.01,85.57,2.19,2.3
"538","60707",35,45069038.4783,27288.6096123,1355.2,2018,43019,72.58,8.04,0.49,3.91,0,14.98,38.37,15.53,2292,5338,2586,2922,17045,2932,3027,2979,2661,6745,33734,26989,12.8,57.36,15.68,11.3
"539","60707",51,3450671.14336,7909.89040711,1355.2,2018,43019,72.58,8.04,0.49,3.91,0,14.98,38.37,15.53,2292,5338,2586,2922,17045,2932,3027,2979,2661,6745,33734,26989,12.8,57.36,15.68,11.3
"540","60827",44,48551330.3923,28833.9637574,384.9,2018,28577,5.06,91.83,0.09,0.16,0,2.86,4.28,13.52,2591,4411,2039,2093,11727,1810,1697,1872,1706,2763,20232,17469,14.46,65.54,9.67,11.4
